PlanName,PlanningDept,Site_SK,SiteName,AssetType,Class,EqmtFleet_RowID,assetSubclass,Dig Config,Grouped_Fleet,OperatingMode,Circuit_Name,splitWeekName,fromDate,toDate,yearMonthPK,metricName,metricValue
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-04///14,2027-04-05T00:00:00,2027-04-11T00:00:00,2027-04,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-04///14,2027-04-05T00:00:00,2027-04-11T00:00:00,2027-04,Scheduled Loss,30.000000000000025
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-04///14,2027-04-05T00:00:00,2027-04-11T00:00:00,2027-04,Scheduled Loss Percentage,17.857142857142858
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-04///15,2027-04-12T00:00:00,2027-04-18T00:00:00,2027-04,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-04///15,2027-04-12T00:00:00,2027-04-18T00:00:00,2027-04,Scheduled Loss,0
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-04///15,2027-04-12T00:00:00,2027-04-18T00:00:00,2027-04,Scheduled Loss Percentage,0
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-04///16,2027-04-19T00:00:00,2027-04-25T00:00:00,2027-04,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-04///16,2027-04-19T00:00:00,2027-04-25T00:00:00,2027-04,Scheduled Loss,0
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-04///16,2027-04-19T00:00:00,2027-04-25T00:00:00,2027-04,Scheduled Loss Percentage,0
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-04///17A,2027-04-26T00:00:00,2027-04-30T00:00:00,2027-04,Calendar Time,120.0000000000001
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-04///17A,2027-04-26T00:00:00,2027-04-30T00:00:00,2027-04,Scheduled Loss,0
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-04///17A,2027-04-26T00:00:00,2027-04-30T00:00:00,2027-04,Scheduled Loss Percentage,0
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-05///17B,2027-05-01T00:00:00,2027-05-02T00:00:00,2027-05,Calendar Time,48.000000000000036
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-05///17B,2027-05-01T00:00:00,2027-05-02T00:00:00,2027-05,Scheduled Loss,0
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-05///17B,2027-05-01T00:00:00,2027-05-02T00:00:00,2027-05,Scheduled Loss Percentage,0
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-05///18,2027-05-03T00:00:00,2027-05-09T00:00:00,2027-05,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-05///18,2027-05-03T00:00:00,2027-05-09T00:00:00,2027-05,Scheduled Loss,2.0000000000000018
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-05///18,2027-05-03T00:00:00,2027-05-09T00:00:00,2027-05,Scheduled Loss Percentage,1.1904761904761905
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-05///19,2027-05-10T00:00:00,2027-05-16T00:00:00,2027-05,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-05///19,2027-05-10T00:00:00,2027-05-16T00:00:00,2027-05,Scheduled Loss,1.6248000715255753
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-05///19,2027-05-10T00:00:00,2027-05-16T00:00:00,2027-05,Scheduled Loss Percentage,0.9671428997176036
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-05///20,2027-05-17T00:00:00,2027-05-23T00:00:00,2027-05,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-05///20,2027-05-17T00:00:00,2027-05-23T00:00:00,2027-05,Scheduled Loss,1.6248000715255753
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-05///20,2027-05-17T00:00:00,2027-05-23T00:00:00,2027-05,Scheduled Loss Percentage,0.9671428997176036
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-05///21,2027-05-24T00:00:00,2027-05-30T00:00:00,2027-05,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-05///21,2027-05-24T00:00:00,2027-05-30T00:00:00,2027-05,Scheduled Loss,-3.1752000000000025
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-05///21,2027-05-24T00:00:00,2027-05-30T00:00:00,2027-05,Scheduled Loss Percentage,-1.8900000000000001
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-05///22A,2027-05-31T00:00:00,2027-05-31T00:00:00,2027-05,Calendar Time,24.000000000000018
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-05///22A,2027-05-31T00:00:00,2027-05-31T00:00:00,2027-05,Scheduled Loss,-0.45360000000000034
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-05///22A,2027-05-31T00:00:00,2027-05-31T00:00:00,2027-05,Scheduled Loss Percentage,-1.8900000000000001
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-06///22B,2027-06-01T00:00:00,2027-06-06T00:00:00,2027-06,Calendar Time,144.0000000000001
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-06///22B,2027-06-01T00:00:00,2027-06-06T00:00:00,2027-06,Scheduled Loss,3.604800068545345
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-06///22B,2027-06-01T00:00:00,2027-06-06T00:00:00,2027-06,Scheduled Loss Percentage,2.5033333809342655
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-06///23,2027-06-07T00:00:00,2027-06-13T00:00:00,2027-06,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-06///23,2027-06-07T00:00:00,2027-06-13T00:00:00,2027-06,Scheduled Loss,-3.494400000000003
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-06///23,2027-06-07T00:00:00,2027-06-13T00:00:00,2027-06,Scheduled Loss Percentage,-2.08
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-06///24,2027-06-14T00:00:00,2027-06-20T00:00:00,2027-06,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-06///24,2027-06-14T00:00:00,2027-06-20T00:00:00,2027-06,Scheduled Loss,1.3056000715255751
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-06///24,2027-06-14T00:00:00,2027-06-20T00:00:00,2027-06,Scheduled Loss Percentage,0.7771428997176036
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-06///25,2027-06-21T00:00:00,2027-06-27T00:00:00,2027-06,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-06///25,2027-06-21T00:00:00,2027-06-27T00:00:00,2027-06,Scheduled Loss,0
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-06///25,2027-06-21T00:00:00,2027-06-27T00:00:00,2027-06,Scheduled Loss Percentage,0
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-06///26A,2027-06-28T00:00:00,2027-06-30T00:00:00,2027-06,Calendar Time,72.00000000000006
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-06///26A,2027-06-28T00:00:00,2027-06-30T00:00:00,2027-06,Scheduled Loss,0
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-06///26A,2027-06-28T00:00:00,2027-06-30T00:00:00,2027-06,Scheduled Loss Percentage,0
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-07///26B,2027-07-01T00:00:00,2027-07-04T00:00:00,2027-07,Calendar Time,96.00000000000007
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-07///26B,2027-07-01T00:00:00,2027-07-04T00:00:00,2027-07,Scheduled Loss,93.22176008046634
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-07///26B,2027-07-01T00:00:00,2027-07-04T00:00:00,2027-07,Scheduled Loss Percentage,97.10600008381903
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-07///27,2027-07-05T00:00:00,2027-07-11T00:00:00,2027-07,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-07///27,2027-07-05T00:00:00,2027-07-11T00:00:00,2027-07,Scheduled Loss,47.03808027716163
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-07///27,2027-07-05T00:00:00,2027-07-11T00:00:00,2027-07,Scheduled Loss Percentage,27.998857307834285
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-07///28,2027-07-12T00:00:00,2027-07-18T00:00:00,2027-07,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-07///28,2027-07-12T00:00:00,2027-07-18T00:00:00,2027-07,Scheduled Loss,3.8380800357627898
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-07///28,2027-07-12T00:00:00,2027-07-18T00:00:00,2027-07,Scheduled Loss Percentage,2.284571449858802
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-07///29,2027-07-19T00:00:00,2027-07-25T00:00:00,2027-07,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-07///29,2027-07-19T00:00:00,2027-07-25T00:00:00,2027-07,Scheduled Loss,1.4380800000000011
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-07///29,2027-07-19T00:00:00,2027-07-25T00:00:00,2027-07,Scheduled Loss Percentage,0.856
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-07///30A,2027-07-26T00:00:00,2027-07-31T00:00:00,2027-07,Calendar Time,144.0000000000001
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-07///30A,2027-07-26T00:00:00,2027-07-31T00:00:00,2027-07,Scheduled Loss,1.2326400000000008
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-07///30A,2027-07-26T00:00:00,2027-07-31T00:00:00,2027-07,Scheduled Loss Percentage,0.856
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-08///30B,2027-08-01T00:00:00,2027-08-01T00:00:00,2027-08,Calendar Time,24.000000000000018
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-08///30B,2027-08-01T00:00:00,2027-08-01T00:00:00,2027-08,Scheduled Loss,0.20544000000000015
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-08///30B,2027-08-01T00:00:00,2027-08-01T00:00:00,2027-08,Scheduled Loss Percentage,0.856
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-08///31,2027-08-02T00:00:00,2027-08-08T00:00:00,2027-08,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-08///31,2027-08-02T00:00:00,2027-08-08T00:00:00,2027-08,Scheduled Loss,3.438080000000002
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-08///31,2027-08-02T00:00:00,2027-08-08T00:00:00,2027-08,Scheduled Loss Percentage,2.04647619047619
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-08///32,2027-08-09T00:00:00,2027-08-15T00:00:00,2027-08,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-08///32,2027-08-09T00:00:00,2027-08-15T00:00:00,2027-08,Scheduled Loss,6.238080071525579
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-08///32,2027-08-09T00:00:00,2027-08-15T00:00:00,2027-08,Scheduled Loss Percentage,3.713142899717604
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-08///33,2027-08-16T00:00:00,2027-08-22T00:00:00,2027-08,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-08///33,2027-08-16T00:00:00,2027-08-22T00:00:00,2027-08,Scheduled Loss,1.4380800000000011
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-08///33,2027-08-16T00:00:00,2027-08-22T00:00:00,2027-08,Scheduled Loss Percentage,0.856
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-08///34,2027-08-23T00:00:00,2027-08-29T00:00:00,2027-08,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-08///34,2027-08-23T00:00:00,2027-08-29T00:00:00,2027-08,Scheduled Loss,1.4380800000000011
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-08///34,2027-08-23T00:00:00,2027-08-29T00:00:00,2027-08,Scheduled Loss Percentage,0.856
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-08///35A,2027-08-30T00:00:00,2027-08-31T00:00:00,2027-08,Calendar Time,48.000000000000036
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-08///35A,2027-08-30T00:00:00,2027-08-31T00:00:00,2027-08,Scheduled Loss,0.4108800000000003
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-08///35A,2027-08-30T00:00:00,2027-08-31T00:00:00,2027-08,Scheduled Loss Percentage,0.856
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-09///35B,2027-09-01T00:00:00,2027-09-05T00:00:00,2027-09,Calendar Time,120.0000000000001
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-09///35B,2027-09-01T00:00:00,2027-09-05T00:00:00,2027-09,Scheduled Loss,3.0272000000000023
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-09///35B,2027-09-01T00:00:00,2027-09-05T00:00:00,2027-09,Scheduled Loss Percentage,2.522666666666667
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-09///36,2027-09-06T00:00:00,2027-09-12T00:00:00,2027-09,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-09///36,2027-09-06T00:00:00,2027-09-12T00:00:00,2027-09,Scheduled Loss,1.4380800000000011
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-09///36,2027-09-06T00:00:00,2027-09-12T00:00:00,2027-09,Scheduled Loss Percentage,0.856
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-09///37,2027-09-13T00:00:00,2027-09-19T00:00:00,2027-09,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-09///37,2027-09-13T00:00:00,2027-09-19T00:00:00,2027-09,Scheduled Loss,13.43808000000001
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-09///37,2027-09-13T00:00:00,2027-09-19T00:00:00,2027-09,Scheduled Loss Percentage,7.998857142857142
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-09///38,2027-09-20T00:00:00,2027-09-26T00:00:00,2027-09,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-09///38,2027-09-20T00:00:00,2027-09-26T00:00:00,2027-09,Scheduled Loss,1.4380800000000011
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-09///38,2027-09-20T00:00:00,2027-09-26T00:00:00,2027-09,Scheduled Loss Percentage,0.856
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-09///39A,2027-09-27T00:00:00,2027-09-30T00:00:00,2027-09,Calendar Time,96.00000000000007
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-09///39A,2027-09-27T00:00:00,2027-09-30T00:00:00,2027-09,Scheduled Loss,21.22176008046629
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-09///39A,2027-09-27T00:00:00,2027-09-30T00:00:00,2027-09,Scheduled Loss Percentage,22.106000083819037
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-10///39B,2027-10-01T00:00:00,2027-10-03T00:00:00,2027-10,Calendar Time,72.00000000000006
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-10///39B,2027-10-01T00:00:00,2027-10-03T00:00:00,2027-10,Scheduled Loss,72.61632000000004
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-10///39B,2027-10-01T00:00:00,2027-10-03T00:00:00,2027-10,Scheduled Loss Percentage,100.856
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-10///40,2027-10-04T00:00:00,2027-10-10T00:00:00,2027-10,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-10///40,2027-10-04T00:00:00,2027-10-10T00:00:00,2027-10,Scheduled Loss,31.438080000000024
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-10///40,2027-10-04T00:00:00,2027-10-10T00:00:00,2027-10,Scheduled Loss Percentage,18.71314285714286
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-10///41,2027-10-11T00:00:00,2027-10-17T00:00:00,2027-10,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-10///41,2027-10-11T00:00:00,2027-10-17T00:00:00,2027-10,Scheduled Loss,1.4380800000000011
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-10///41,2027-10-11T00:00:00,2027-10-17T00:00:00,2027-10,Scheduled Loss Percentage,0.856
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-10///42,2027-10-18T00:00:00,2027-10-24T00:00:00,2027-10,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-10///42,2027-10-18T00:00:00,2027-10-24T00:00:00,2027-10,Scheduled Loss,1.4380800000000011
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-10///42,2027-10-18T00:00:00,2027-10-24T00:00:00,2027-10,Scheduled Loss Percentage,0.856
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-10///43,2027-10-25T00:00:00,2027-10-31T00:00:00,2027-10,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-10///43,2027-10-25T00:00:00,2027-10-31T00:00:00,2027-10,Scheduled Loss,1.4380800000000011
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-10///43,2027-10-25T00:00:00,2027-10-31T00:00:00,2027-10,Scheduled Loss Percentage,0.856
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-11///44,2027-11-01T00:00:00,2027-11-07T00:00:00,2027-11,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-11///44,2027-11-01T00:00:00,2027-11-07T00:00:00,2027-11,Scheduled Loss,3.438080000000002
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-11///44,2027-11-01T00:00:00,2027-11-07T00:00:00,2027-11,Scheduled Loss Percentage,2.04647619047619
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-11///45,2027-11-08T00:00:00,2027-11-14T00:00:00,2027-11,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-11///45,2027-11-08T00:00:00,2027-11-14T00:00:00,2027-11,Scheduled Loss,1.4380800000000011
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-11///45,2027-11-08T00:00:00,2027-11-14T00:00:00,2027-11,Scheduled Loss Percentage,0.856
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-11///46,2027-11-15T00:00:00,2027-11-21T00:00:00,2027-11,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-11///46,2027-11-15T00:00:00,2027-11-21T00:00:00,2027-11,Scheduled Loss,1.4380800000000011
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-11///46,2027-11-15T00:00:00,2027-11-21T00:00:00,2027-11,Scheduled Loss Percentage,0.856
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-11///47,2027-11-22T00:00:00,2027-11-28T00:00:00,2027-11,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-11///47,2027-11-22T00:00:00,2027-11-28T00:00:00,2027-11,Scheduled Loss,1.4380800000000011
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-11///47,2027-11-22T00:00:00,2027-11-28T00:00:00,2027-11,Scheduled Loss Percentage,0.856
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-11///48A,2027-11-29T00:00:00,2027-11-30T00:00:00,2027-11,Calendar Time,48.000000000000036
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-11///48A,2027-11-29T00:00:00,2027-11-30T00:00:00,2027-11,Scheduled Loss,0.4108800000000003
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-11///48A,2027-11-29T00:00:00,2027-11-30T00:00:00,2027-11,Scheduled Loss Percentage,0.856
2026-10-01 Oct QF Revision 0,Brockman 4,205,Brockman 4,Plant,Plant,,Product,,,,B4 Plant,2027-12///48B,2027-12-01T00:00:00,2027-12-05T00:00:00,2027-12,Calendar Time,120.0000000000001
